3#__tn,3$__tt,5$__idx,1$__cid
idx__2124,tt__Mátenme porque me muero - Lo esencial del rock en tu idioma,1,1.0
tt__Mátenme porque me muero - Lo esencial del rock en tu idioma,cid__title,1.0,1
idx__2124,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__2124,tt__Caifanes,1,1.0
tt__Caifanes,cid__artist,1.0,1
idx__2124,tt__'08,1,1.0
tt__'08,cid__year,1.0,1
idx__2124,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__2125,tt__Mátenme porque me muero (Lo esencial del rock en tu idioma),1,1.0
tt__Mátenme porque me muero (Lo esencial del rock en tu idioma),cid__title,1.0,1
idx__2125,tt__03:37,1,1.0
tt__03:37,cid__length,1.0,1
idx__2125,tt__Caifanes,1,1.0
tt__Caifanes,cid__artist,1.0,1
idx__2125,tt__Lo esencial del rock en tu idioma,1,1.0
tt__Lo esencial del rock en tu idioma,cid__album,1.0,1
idx__2125,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__2126,tt__007-Matenme porque me muero,1,1.0
tt__007-Matenme porque me muero,cid__title,1.0,1
idx__2126,tt__3m 37sec,1,1.0
tt__3m 37sec,cid__length,1.0,1
idx__2126,tt__Caifanes,1,1.0
tt__Caifanes,cid__artist,1.0,1
idx__2126,tt__Lo esencial del rock en tu idioma (2008),1,1.0
tt__Lo esencial del rock en tu idioma (2008),cid__album,1.0,1
idx__2126,tt__Spa.,1,1.0
tt__Spa.,cid__language,1.0,1
idx__2127,tt__Hey Willy,1,1.0
tt__Hey Willy,cid__title,1.0,1
idx__2127,tt__209093,1,1.0
tt__209093,cid__length,1.0,1
idx__2127,tt__The Hollies,1,1.0
tt__The Hollies,cid__artist,1.0,1
idx__2127,tt__The Very Best of The Hollies,1,1.0
tt__The Very Best of The Hollies,cid__album,1.0,1
idx__2127,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2128,tt__Rasta Army (Volume II),1,1.0
tt__Rasta Army (Volume II),cid__title,1.0,1
idx__2128,tt__05:26,1,1.0
tt__05:26,cid__length,1.0,1
idx__2128,tt__Wingless Angels,1,1.0
tt__Wingless Angels,cid__artist,1.0,1
idx__2128,tt__Volume II,1,1.0
tt__Volume II,cid__album,1.0,1
idx__2128,tt__2010,1,1.0
tt__2010,cid__year,1.0,1
idx__2129,tt__Wingless Angels - Rasta Army,1,1.0
tt__Wingless Angels - Rasta Army,cid__title,1.0,1
idx__2129,tt__326,1,1.0
tt__326,cid__length,1.0,1
idx__2129,tt__Volum eII,1,1.0
tt__Volum eII,cid__album,1.0,1
idx__2129,tt__10,1,1.0
tt__10,cid__year,1.0,1
idx__2129,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2130,tt__Rasta Army - Volume II,1,1.0
tt__Rasta Army - Volume II,cid__title,1.0,1
idx__2130,tt__5,1,1.0
tt__5,cid__length,1.0,1
idx__2130,tt__Wingless Angels,1,1.0
tt__Wingless Angels,cid__artist,1.0,1
idx__2130,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2131,tt__HappilyDamagedTheInfluence,1,1.0
tt__HappilyDamagedTheInfluence,cid__title,1.0,1
idx__2131,tt__6,1,1.0
tt__6,cid__length,1.0,1
idx__2131,tt__Acid Lab,1,1.0
tt__Acid Lab,cid__artist,1.0,1
idx__2131,tt__'97,1,1.0
tt__'97,cid__year,1.0,1
idx__2131,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2132,tt__The Giirl of My Best Friend,1,1.0
tt__The Giirl of My Best Friend,cid__title,1.0,1
idx__2132,tt__142666,1,1.0
tt__142666,cid__length,1.0,1
idx__2132,tt__Elvis Presley,1,1.0
tt__Elvis Presley,cid__artist,1.0,1
idx__2132,tt__yThe Legend Lives On,1,1.0
tt__yThe Legend Lives On,cid__album,1.0,1
idx__2132,tt__1987,1,1.0
tt__1987,cid__year,1.0,1
idx__2132,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2133,tt__The Girl of My Best Friend (The Legend Lives On),1,1.0
tt__The Girl of My Best Friend (The Legend Lives On),cid__title,1.0,1
idx__2133,tt__02:22,1,1.0
tt__02:22,cid__length,1.0,1
idx__2133,tt__Elvis Presley,1,1.0
tt__Elvis Presley,cid__artist,1.0,1
idx__2133,tt__The Legend Lives On,1,1.0
tt__The Legend Lives On,cid__album,1.0,1
idx__2133,tt__1987,1,1.0
tt__1987,cid__year,1.0,1
idx__2134,tt__Slawischer Tanz nr. 1: Furiant,1,1.0
tt__Slawischer Tanz nr. 1: Furiant,cid__title,1.0,1
idx__2134,tt__206226,1,1.0
tt__206226,cid__length,1.0,1
idx__2134,tt__Antonín Dvořák,1,1.0
tt__Antonín Dvořák,cid__artist,1.0,1
idx__2134,tt__Classical Sampler,1,1.0
tt__Classical Sampler,cid__album,1.0,1
idx__2135,tt__Slawischer Tanz nr. 1: Furiant (Classical Sampler),1,1.0
tt__Slawischer Tanz nr. 1: Furiant (Classical Sampler),cid__title,1.0,1
idx__2135,tt__03:26,1,1.0
tt__03:26,cid__length,1.0,1
idx__2135,tt__Antonín Dvořák,1,1.0
tt__Antonín Dvořák,cid__artist,1.0,1
idx__2135,tt__Classic al Sampler,1,1.0
tt__Classic al Sampler,cid__album,1.0,1
idx__2136,tt__Antonín Dvořák - Slawischer Tanz nr. 1: Furiant,1,1.0
tt__Antonín Dvořák - Slawischer Tanz nr. 1: Furiant,cid__title,1.0,1
idx__2136,tt__206,1,1.0
tt__206,cid__length,1.0,1
idx__2136,tt__Classical Sampler,1,1.0
tt__Classical Sampler,cid__album,1.0,1
idx__2137,tt__Interlude (Mon,1,1.0
tt__Interlude (Mon,cid__title,1.0,1
idx__2137,tt__00:38,1,1.0
tt__00:38,cid__length,1.0,1
idx__2137,tt__Demon One,1,1.0
tt__Demon One,cid__artist,1.0,1
idx__2137,tt__Mon rap,1,1.0
tt__Mon rap,cid__album,1.0,1
idx__2137,tt__2007,1,1.0
tt__2007,cid__year,1.0,1
idx__2138,tt__Bunny Sigler - Girl Don't Make Me Wait,1,1.0
tt__Bunny Sigler - Girl Don't Make Me Wait,cid__title,1.0,1
idx__2138,tt__Girl Don't Make Me Wait / Always in the Wrong Place (At the Wrong Time),1,1.0
tt__Girl Don't Make Me Wait / Always in the Wrong Place (At the Wrong Time),cid__album,1.0,1
idx__2138,tt__66,1,1.0
tt__66,cid__year,1.0,1
idx__2138,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2139,tt__Girl Don't Make Me Wait - Girl Don't Make Me Wait / Always in the Wrong Place (At the Wrong Time),1,1.0
tt__Girl Don't Make Me Wait - Girl Don't Make Me Wait / Always in the Wrong Place (At the Wrong Time),cid__title,1.0,1
idx__2139,tt__Bunny Sigler,1,1.0
tt__Bunny Sigler,cid__artist,1.0,1
idx__2139,tt__'66,1,1.0
tt__'66,cid__year,1.0,1
idx__2139,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2140,tt__Feels So Good,1,1.0
tt__Feels So Good,cid__title,1.0,1
idx__2140,tt__311,1,1.0
tt__311,cid__artist,1.0,1
idx__2140,tt__Halloween 99,1,1.0
tt__Halloween 99,cid__album,1.0,1
idx__2140,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2141,tt__Harvey Williams - I Wanna Marry You,1,1.0
tt__Harvey Williams - I Wanna Marry You,cid__title,1.0,1
idx__2141,tt__178,1,1.0
tt__178,cid__length,1.0,1
idx__2141,tt__Play Some Pool  Skip Some School  Act Real Cool; A Global Pop Tribute to Bruce Springsteen,1,1.0
tt__Play Some Pool  Skip Some School  Act Real Cool; A Global Pop Tribute to Bruce Springsteen,cid__album,1.0,1
idx__2141,tt__9,1,1.0
tt__9,cid__year,1.0,1
idx__2141,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2142,tt__Maddest Kiind of Love,1,1.0
tt__Maddest Kiind of Love,cid__title,1.0,1
idx__2142,tt__304000,1,1.0
tt__304000,cid__length,1.0,1
idx__2142,tt__Big Bad Voodo oDaddy,1,1.0
tt__Big Bad Voodo oDaddy,cid__artist,1.0,1
idx__2142,tt__Three to Tango,1,1.0
tt__Three to Tango,cid__album,1.0,1
idx__2142,tt__1999,1,1.0
tt__1999,cid__year,1.0,1
idx__2142,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2143,tt__Maddest Kind of Love (Three to Tango),1,1.0
tt__Maddest Kind of Love (Three to Tango),cid__title,1.0,1
idx__2143,tt__05:04,1,1.0
tt__05:04,cid__length,1.0,1
idx__2143,tt__Big Bad Voodoo Daddy,1,1.0
tt__Big Bad Voodoo Daddy,cid__artist,1.0,1
idx__2143,tt__Three to Tango,1,1.0
tt__Three to Tango,cid__album,1.0,1
idx__2143,tt__1999,1,1.0
tt__1999,cid__year,1.0,1
idx__2144,tt__Can't Be Messing 'round (Born to Do It),1,1.0
tt__Can't Be Messing 'round (Born to Do It),cid__title,1.0,1
idx__2144,tt__03:53,1,1.0
tt__03:53,cid__length,1.0,1
idx__2144,tt__Craig David,1,1.0
tt__Craig David,cid__artist,1.0,1
idx__2144,tt__Boorn to Do It,1,1.0
tt__Boorn to Do It,cid__album,1.0,1
idx__2144,tt__2000,1,1.0
tt__2000,cid__year,1.0,1
idx__2145,tt__002-Can't Be Messing 'round,1,1.0
tt__002-Can't Be Messing 'round,cid__title,1.0,1
idx__2145,tt__3m 53sec,1,1.0
tt__3m 53sec,cid__length,1.0,1
idx__2145,tt__Craig David,1,1.0
tt__Craig David,cid__artist,1.0,1
idx__2145,tt__Born to Do It (2000),1,1.0
tt__Born to Do It (2000),cid__album,1.0,1
idx__2145,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__2146,tt__Can't Be Messing 'round,1,1.0
tt__Can't Be Messing 'round,cid__title,1.0,1
idx__2146,tt__233000,1,1.0
tt__233000,cid__length,1.0,1
idx__2146,tt__Craig David,1,1.0
tt__Craig David,cid__artist,1.0,1
idx__2146,tt__Born to Do It,1,1.0
tt__Born to Do It,cid__album,1.0,1
idx__2146,tt__2000,1,1.0
tt__2000,cid__year,1.0,1
idx__2146,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2147,tt__Craig David - Can't Be Messing 'round,1,1.0
tt__Craig David - Can't Be Messing 'round,cid__title,1.0,1
idx__2147,tt__233,1,1.0
tt__233,cid__length,1.0,1
idx__2147,tt__Born to Do It,1,1.0
tt__Born to Do It,cid__album,1.0,1
idx__2147,tt__0,1,1.0
tt__0,cid__year,1.0,1
idx__2147,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2148,tt__2,1,1.0
tt__2,cid__title,1.0,1
idx__2148,tt__Can't Be Messing 'round - Born to Do It,1,1.0
tt__Can't Be Messing 'round - Born to Do It,cid__length,1.0,1
idx__2148,tt__3.8n83,1,1.0
tt__3.8n83,cid__artist,1.0,1
idx__2148,tt__Craig David,1,1.0
tt__Craig David,cid__album,1.0,1
idx__2148,tt__'00,1,1.0
tt__'00,cid__language,1.0,1
idx__2149,tt__Goodbye for Now Commentary (Beyond Testify),1,1.0
tt__Goodbye for Now Commentary (Beyond Testify),cid__title,1.0,1
idx__2149,tt__04:35,1,1.0
tt__04:35,cid__length,1.0,1
idx__2149,tt__P.O.D.,1,1.0
tt__P.O.D.,cid__artist,1.0,1
idx__2149,tt__Beyond Testify,1,1.0
tt__Beyond Testify,cid__album,1.0,1
idx__2150,tt__Toi notre dame de la route - Anthologie 1977-2008,1,1.0
tt__Toi notre dame de la route - Anthologie 1977-2008,cid__title,1.0,1
idx__2150,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__2150,tt__Jean-Claude Gianadda,1,1.0
tt__Jean-Claude Gianadda,cid__artist,1.0,1
idx__2150,tt__'08,1,1.0
tt__'08,cid__year,1.0,1
idx__2150,tt__French,1,1.0
tt__French,cid__language,1.0,1
idx__2151,tt__020-Guess Who,1,1.0
tt__020-Guess Who,cid__title,1.0,1
idx__2151,tt__2m 52sec,1,1.0
tt__2m 52sec,cid__length,1.0,1
idx__2151,tt__Jesse Belvin,1,1.0
tt__Jesse Belvin,cid__artist,1.0,1
idx__2151,tt__The Heart of Rock 'n' Roll: 1958-1959 (1996),1,1.0
tt__The Heart of Rock 'n' Roll: 1958-1959 (1996),cid__album,1.0,1
idx__2151,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__2152,tt__Jesse Belvin - Guess Who,1,1.0
tt__Jesse Belvin - Guess Who,cid__title,1.0,1
idx__2152,tt__172,1,1.0
tt__172,cid__length,1.0,1
idx__2152,tt__The Heart of Rock 'n' Roll: 1958-1959,1,1.0
tt__The Heart of Rock 'n' Roll: 1958-1959,cid__album,1.0,1
idx__2152,tt__96,1,1.0
tt__96,cid__year,1.0,1
idx__2152,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2153,tt__Guess Who,1,1.0
tt__Guess Who,cid__title,1.0,1
idx__2153,tt__172000,1,1.0
tt__172000,cid__length,1.0,1
idx__2153,tt__Jesse Belvin,1,1.0
tt__Jesse Belvin,cid__artist,1.0,1
idx__2153,tt__The Heart of Rock 'n' Roll: 1958-1959,1,1.0
tt__The Heart of Rock 'n' Roll: 1958-1959,cid__album,1.0,1
idx__2153,tt__1996,1,1.0
tt__1996,cid__year,1.0,1
idx__2153,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2154,tt__Guess Who (The Heart of Rock 'n' Roll: 1958-1959),1,1.0
tt__Guess Who (The Heart of Rock 'n' Roll: 1958-1959),cid__title,1.0,1
idx__2154,tt__02:52,1,1.0
tt__02:52,cid__length,1.0,1
idx__2154,tt__Jesse Belvin,1,1.0
tt__Jesse Belvin,cid__artist,1.0,1
idx__2154,tt__The Heart of Rock 'n' Roll: 1958-1959,1,1.0
tt__The Heart of Rock 'n' Roll: 1958-1959,cid__album,1.0,1
idx__2154,tt__1996,1,1.0
tt__1996,cid__year,1.0,1
idx__2155,tt__Sonata No. 2 in G minor  Op. 22: I. So rasch wie möglich-Schneller-Noch schneller - Arrau Heritage: Schumann,1,1.0
tt__Sonata No. 2 in G minor  Op. 22: I. So rasch wie möglich-Schneller-Noch schneller - Arrau Heritage: Schumann,cid__title,1.0,1
idx__2155,tt__6,1,1.0
tt__6,cid__length,1.0,1
idx__2155,tt__Robert Schumann,1,1.0
tt__Robert Schumann,cid__artist,1.0,1
idx__2155,tt__'03,1,1.0
tt__'03,cid__year,1.0,1
idx__2155,tt__French,1,1.0
tt__French,cid__language,1.0,1
idx__2156,tt__009-Sonata No. 2 in G minor  Op. 22: I. So rasch wie moglich-Schneller-Noch schneller,1,1.0
tt__009-Sonata No. 2 in G minor  Op. 22: I. So rasch wie moglich-Schneller-Noch schneller,cid__title,1.0,1
idx__2156,tt__6m 38sec,1,1.0
tt__6m 38sec,cid__length,1.0,1
idx__2156,tt__Robert Schumann,1,1.0
tt__Robert Schumann,cid__artist,1.0,1
idx__2156,tt__Arrau Heritage: Schumann (2003),1,1.0
tt__Arrau Heritage: Schumann (2003),cid__album,1.0,1
idx__2156,tt__Fre.,1,1.0
tt__Fre.,cid__language,1.0,1
idx__2157,tt__This Song Is About You (Piano Version) - A Year of Singles,1,1.0
tt__This Song Is About You (Piano Version) - A Year of Singles,cid__title,1.0,1
idx__2157,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__2157,tt__Joseph Birdsong,1,1.0
tt__Joseph Birdsong,cid__artist,1.0,1
idx__2157,tt__'12,1,1.0
tt__'12,cid__year,1.0,1
idx__2157,tt__Englisyh,1,1.0
tt__Englisyh,cid__language,1.0,1
idx__2158,tt__Oh  Peace - Sweet Water Child: Lullabies for Getty,1,1.0
tt__Oh  Peace - Sweet Water Child: Lullabies for Getty,cid__title,1.0,1
idx__2158,tt__2,1,1.0
tt__2,cid__length,1.0,1
idx__2158,tt__Angela & Alex Dezen,1,1.0
tt__Angela & Alex Dezen,cid__artist,1.0,1
idx__2158,tt__'11,1,1.0
tt__'11,cid__year,1.0,1
idx__2158,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2159,tt__008-Musik Wilde Huhner,1,1.0
tt__008-Musik Wilde Huhner,cid__title,1.0,1
idx__2159,tt__0m 52sec,1,1.0
tt__0m 52sec,cid__length,1.0,1
idx__2159,tt__Cornelia Funke,1,1.0
tt__Cornelia Funke,cid__artist,1.0,1
idx__2159,tt__Die Wilden Huhner (2000),1,1.0
tt__Die Wilden Huhner (2000),cid__album,1.0,1
idx__2159,tt__Ger.,1,1.0
tt__Ger.,cid__language,1.0,1
idx__2160,tt__CharlyGarcíaNobombardeenBuenosAires,1,1.0
tt__CharlyGarcíaNobombardeenBuenosAires,cid__title,1.0,1
idx__2160,tt__242,1,1.0
tt__242,cid__length,1.0,1
idx__2160,tt__Oro: Grandes éxitos,1,1.0
tt__Oro: Grandes éxitos,cid__album,1.0,1
idx__2160,tt__3,1,1.0
tt__3,cid__year,1.0,1
idx__2160,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__2161,tt__No bombardemen Buenos Aires (Oro: Grandes éxitos),1,1.0
tt__No bombardemen Buenos Aires (Oro: Grandes éxitos),cid__title,1.0,1
idx__2161,tt__04:02,1,1.0
tt__04:02,cid__length,1.0,1
idx__2161,tt__Charly García,1,1.0
tt__Charly García,cid__artist,1.0,1
idx__2161,tt__Oro: Grandes éxitos,1,1.0
tt__Oro: Grandes éxitos,cid__album,1.0,1
idx__2161,tt__2092,1,1.0
tt__2092,cid__year,1.0,1
idx__2162,tt__No bombardeen Buenos Aires - Oro: Grandes éxitos,1,1.0
tt__No bombardeen Buenos Aires - Oro: Grandes éxitos,cid__title,1.0,1
idx__2162,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__2162,tt__Chrly García,1,1.0
tt__Chrly García,cid__artist,1.0,1
idx__2162,tt__'03,1,1.0
tt__'03,cid__year,1.0,1
idx__2162,tt__Spanish,1,1.0
tt__Spanish,cid__language,1.0,1
idx__2163,tt__010-No bombardeen Buenos Aires,1,1.0
tt__010-No bombardeen Buenos Aires,cid__title,1.0,1
idx__2163,tt__4m 2sec,1,1.0
tt__4m 2sec,cid__length,1.0,1
idx__2163,tt__Charly Garcia,1,1.0
tt__Charly Garcia,cid__artist,1.0,1
idx__2163,tt__Oro: Grandes exitos (2003),1,1.0
tt__Oro: Grandes exitos (2003),cid__album,1.0,1
idx__2163,tt__Spa.,1,1.0
tt__Spa.,cid__language,1.0,1
idx__2164,tt__Zodiac 99,1,1.0
tt__Zodiac 99,cid__title,1.0,1
idx__2164,tt__283106,1,1.0
tt__283106,cid__length,1.0,1
idx__2164,tt__Dr. Olive,1,1.0
tt__Dr. Olive,cid__artist,1.0,1
idx__2164,tt__First DJo n the Moon,1,1.0
tt__First DJo n the Moon,cid__album,1.0,1
idx__2164,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2165,tt__Zodiac 99 - First DJ on the Moon,1,1.0
tt__Zodiac 99 - First DJ on the Moon,cid__title,1.0,1
idx__2165,tt__4,1,1.0
tt__4,cid__length,1.0,1
idx__2165,tt__Dr. Olive,1,1.0
tt__Dr. Olive,cid__artist,1.0,1
idx__2165,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2166,tt__Dr. Olive - Zodiac 99,1,1.0
tt__Dr. Olive - Zodiac 99,cid__title,1.0,1
idx__2166,tt__283,1,1.0
tt__283,cid__length,1.0,1
idx__2166,tt__First DJ on the Moon,1,1.0
tt__First DJ on the Moon,cid__album,1.0,1
idx__2166,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2167,tt__004-Zodiac 99,1,1.0
tt__004-Zodiac 99,cid__title,1.0,1
idx__2167,tt__4m 43sec,1,1.0
tt__4m 43sec,cid__length,1.0,1
idx__2167,tt__Dr. Olive,1,1.0
tt__Dr. Olive,cid__artist,1.0,1
idx__2167,tt__First DJ on the Moon (unknown),1,1.0
tt__First DJ on the Moon (unknown),cid__album,1.0,1
idx__2167,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__2168,tt__Zodiac 99 (First DJ on the Moon),1,1.0
tt__Zodiac 99 (First DJ on the Moon),cid__title,1.0,1
idx__2168,tt__04:43,1,1.0
tt__04:43,cid__length,1.0,1
idx__2168,tt__Dr. Olive,1,1.0
tt__Dr. Olive,cid__artist,1.0,1
idx__2168,tt__First DJ on the Moon,1,1.0
tt__First DJ on the Moon,cid__album,1.0,1
idx__2169,tt__前田有紀 - サランヘ愛〜してる〜,1,1.0
tt__前田有紀 - サランヘ愛〜してる〜,cid__title,1.0,1
idx__2169,tt__釜山発,1,1.0
tt__釜山発,cid__album,1.0,1
idx__2169,tt__11,1,1.0
tt__11,cid__year,1.0,1
idx__2169,tt__Japanese,1,1.0
tt__Japanese,cid__language,1.0,1
idx__2170,tt__Althea and Donna - Sorry,1,1.0
tt__Althea and Donna - Sorry,cid__title,1.0,1
idx__2170,tt__237,1,1.0
tt__237,cid__length,1.0,1
idx__2170,tt__Uptown Top Ranking,1,1.0
tt__Uptown Top Ranking,cid__album,1.0,1
idx__2170,tt__1,1,1.0
tt__1,cid__year,1.0,1
idx__2170,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2171,tt__Sorry - Uptown Top Ranking,1,1.0
tt__Sorry - Uptown Top Ranking,cid__title,1.0,1
idx__2171,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__2171,tt__Athea and Donna,1,1.0
tt__Athea and Donna,cid__artist,1.0,1
idx__2171,tt__'01,1,1.0
tt__'01,cid__year,1.0,1
idx__2171,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2172,tt__002-Les Jours tristes (Instrumentalversion),1,1.0
tt__002-Les Jours tristes (Instrumentalversion),cid__title,1.0,1
idx__2172,tt__3m 3sec,1,1.0
tt__3m 3sec,cid__length,1.0,1
idx__2172,tt__Yann Tiersen,1,1.0
tt__Yann Tiersen,cid__artist,1.0,1
idx__2172,tt__Die fabelhafte Welt der Amelie (2001),1,1.0
tt__Die fabelhafte Welt der Amelie (2001),cid__album,1.0,1
idx__2172,tt__Fre.,1,1.0
tt__Fre.,cid__language,1.0,1
idx__2173,tt__Les Jours tristes (Instrumentalversion),1,1.0
tt__Les Jours tristes (Instrumentalversion),cid__title,1.0,1
idx__2173,tt__183466,1,1.0
tt__183466,cid__length,1.0,1
idx__2173,tt__Yann Tiersen,1,1.0
tt__Yann Tiersen,cid__artist,1.0,1
idx__2173,tt__Die fabelhafteW elt der Amélie,1,1.0
tt__Die fabelhafteW elt der Amélie,cid__album,1.0,1
idx__2173,tt__2001,1,1.0
tt__2001,cid__year,1.0,1
idx__2173,tt__French,1,1.0
tt__French,cid__language,1.0,1
idx__2174,tt__Rufus - Slip 'N Slide,1,1.0
tt__Rufus - Slip 'N Slide,cid__title,1.0,1
idx__2174,tt__230,1,1.0
tt__230,cid__length,1.0,1
idx__2174,tt__73,1,1.0
tt__73,cid__year,1.0,1
idx__2174,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2175,tt__Slip 'N Slide - Rufus,1,1.0
tt__Slip 'N Slide - Rufus,cid__title,1.0,1
idx__2175,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__2175,tt__Rufus,1,1.0
tt__Rufus,cid__artist,1.0,1
idx__2175,tt__'73,1,1.0
tt__'73,cid__year,1.0,1
idx__2175,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2176,tt__Alirght,1,1.0
tt__Alirght,cid__title,1.0,1
idx__2176,tt__231000,1,1.0
tt__231000,cid__length,1.0,1
idx__2176,tt__Darius Rucker,1,1.0
tt__Darius Rucker,cid__artist,1.0,1
idx__2176,tt__Learn to Live,1,1.0
tt__Learn to Live,cid__album,1.0,1
idx__2176,tt__2008,1,1.0
tt__2008,cid__year,1.0,1
idx__2176,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2177,tt__Somewhere Over the Rainbow - Starbucks Songs of the Siren: Her Own Story,1,1.0
tt__Somewhere Over the Rainbow - Starbucks Songs of the Siren: Her Own Story,cid__title,1.0,1
idx__2177,tt__3,1,1.0
tt__3,cid__length,1.0,1
idx__2177,tt__Dee Carstensen,1,1.0
tt__Dee Carstensen,cid__artist,1.0,1
idx__2177,tt__'00,1,1.0
tt__'00,cid__year,1.0,1
idx__2177,tt__Englih,1,1.0
tt__Englih,cid__language,1.0,1
idx__2178,tt__015-Somewhere Over the Rainbow,1,1.0
tt__015-Somewhere Over the Rainbow,cid__title,1.0,1
idx__2178,tt__3m 17sec,1,1.0
tt__3m 17sec,cid__length,1.0,1
idx__2178,tt__Dee Carstensen,1,1.0
tt__Dee Carstensen,cid__artist,1.0,1
idx__2178,tt__Starbucks Songs of the Siren: Her Own Story (2000),1,1.0
tt__Starbucks Songs of the Siren: Her Own Story (2000),cid__album,1.0,1
idx__2178,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__2179,tt__003-Louisiana Sunset,1,1.0
tt__003-Louisiana Sunset,cid__title,1.0,1
idx__2179,tt__4m 47sec,1,1.0
tt__4m 47sec,cid__length,1.0,1
idx__2179,tt__Passport,1,1.0
tt__Passport,cid__artist,1.0,1
idx__2179,tt__Blues Roots (1991),1,1.0
tt__Blues Roots (1991),cid__album,1.0,1
idx__2179,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__2180,tt__Louisiana Sunset,1,1.0
tt__Louisiana Sunset,cid__title,1.0,1
idx__2180,tt__287960,1,1.0
tt__287960,cid__length,1.0,1
idx__2180,tt__Passpoort,1,1.0
tt__Passpoort,cid__artist,1.0,1
idx__2180,tt__Blues Roots,1,1.0
tt__Blues Roots,cid__album,1.0,1
idx__2180,tt__1991,1,1.0
tt__1991,cid__year,1.0,1
idx__2180,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2181,tt__That's the Way Love Is (Underground mix) - Garage Pressure  Part One,1,1.0
tt__That's the Way Love Is (Underground mix) - Garage Pressure  Part One,cid__title,1.0,1
idx__2181,tt__Ten City,1,1.0
tt__Ten City,cid__artist,1.0,1
idx__2181,tt__'97,1,1.0
tt__'97,cid__year,1.0,1
idx__2181,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2182,tt__004-Silver Talkin' Spoon,1,1.0
tt__004-Silver Talkin' Spoon,cid__title,1.0,1
idx__2182,tt__1m 32sec,1,1.0
tt__1m 32sec,cid__length,1.0,1
idx__2182,tt__The Whispertown 2000,1,1.0
tt__The Whispertown 2000,cid__artist,1.0,1
idx__2182,tt__Livin' in a Dream (2006),1,1.0
tt__Livin' in a Dream (2006),cid__album,1.0,1
idx__2182,tt__Eng.,1,1.0
tt__Eng.,cid__language,1.0,1
idx__2183,tt__Silver Talkin' Spoon - Livin' in a Dream,1,1.0
tt__Silver Talkin' Spoon - Livin' in a Dream,cid__title,1.0,1
idx__2183,tt__1,1,1.0
tt__1,cid__length,1.0,1
idx__2183,tt__Whispertown 2000,1,1.0
tt__Whispertown 2000,cid__artist,1.0,1
idx__2183,tt__'06,1,1.0
tt__'06,cid__year,1.0,1
idx__2183,tt__English,1,1.0
tt__English,cid__language,1.0,1
idx__2184,tt__Silver Talkin' Spoon (Livin' in a Dream),1,1.0
tt__Silver Talkin' Spoon (Livin' in a Dream),cid__title,1.0,1
idx__2184,tt__01:32,1,1.0
tt__01:32,cid__length,1.0,1
idx__2184,tt__Whispertown 2000,1,1.0
tt__Whispertown 2000,cid__artist,1.0,1
idx__2184,tt__Livinb' in a Dream,1,1.0
tt__Livinb' in a Dream,cid__album,1.0,1
idx__2184,tt__2006,1,1.0
tt__2006,cid__year,1.0,1
idx__2185,tt__Silver Talkin' Spoon,1,1.0
tt__Silver Talkin' Spoon,cid__title,1.0,1
