title,length,artist,album,year,language
Denison Witmer - Ringing of the Bell Tower,294,nan,"Are You a Dreamer? + ""Your Friend""",nan,English
Ну так иди же сюда,296725,Фактор-2,Журавли,nan,Russian
Baris (Gamelan Altenberg),11:30,Byong!,Gamelan Altenberg,2008,nan
007-Baris,11m 30sec,Byong!,Gamelan Altenberg (2008),nan,unknown
Baris,690000,Byong!,Gamelan Altenberg,2008,nan
Baris - Gamelan Altenberg,11.5,Byong!,nan,'08,nan
Byong! - Baris,690,nan,Gamelan Altenberg,8,nan
Andy Vale - Rockfist (30 second version),30,nan,Public Performance,nan,English
Rockfist (30 second version) - Public Performance,0.5,Andy Vale,nan,nan,English
Crass - How Does It Feel (To be the Mother of 1000 Dead)?,264,nan,How Does It Feel?,82,English
How Does It Feel (To be the Mother of v1000 Dead)?,264000,Crass,Ho wDoes It Feel?,unk.,English
How Does It Feel (To be the Mother of 1000 Dead)? - How Does It Feel?,4.4,Crass,nan,'82,English
00A-How Does It Feel (To be the Mother of 1000 Dead)?,4m 24sec,Crass,How Does It Feel? (1982),nan,Eng.
A Perfect Stillness (c) (edn link),21000,Brian D. Gulland,Smile: A Most Cheerful Earful,nan,English
Rise to the Occasion (The Best of Love Songs),00:00,Climie Fisher,The Best of Love Songs,2011,nan
Climie Fisher - Rise t othe Occasion,nan,nan,The Best of Love Songs,11,English
Ayrılış,328506,Yüksek Sadakat,Çeyrek,2007,Turkish
Messiah: 35. Let all the angels of God worship Him 20/B,0m 50sec,Georg Friedrich Handeel,Learn Handel's Messiah - Bass Enhanced (1988),nan,Eng.
004-Water Song,5m 14sec,Hot Tuna,Final Vinyl (1979),nan,Eng.
Water Song - Final Vinyl,5.233,Hot Tuna,nan,'79,English
STP,187986,Sublime,Everything Under the Sun,2006,English
STP - Everything Under the Sun,3.133,Sublime,nan,'06,English
007-STP,3m 7sec,Sublime,Everything Under the Sun (2006),nan,Eng.
Waduh-(Jalan-Kopo),05:33,Sabah Habas Mustapha & The Jugala All Stars,Jalan Kopo,nan,nan
006-Tines Sang,3m 45sec,Lars Lilholt,Kald Det Krlighed (1993),nan,unknown
Lars Lilholt - Tines Sang,225,nan,Kald Det Kærlighed,93,nan
Tines Sang,225600,Lars Lilholt,Kald Det Kærlighed,1993,nan
Tines Sang (Kald Det Kærlighed),03:45,Lars LiIlholt,Kald Det Kærlighed,1993,nan
The  Mighty Diamonds - Rise Up,226,nan,Rise Up,nan,English
Rise Up,3.767,Mighty Diamonds,Rise Up,nan,English
Adelante - Con el Alma,5.193,Massimo Di Cataldo,nan,nan,nan
004-Adelante,5m 11sec,Massimo Di Cataldo,Con el Alma (unknown),nan,unknown
Adelante,311560,Massimo Di Cataldo,Con el Alma,nan,nan
Adelante (Con el Alma),05:11,Massimo Di Cataldo,Con el Alma,nan,nan
More Games,345000,Kowton,LivitySound,2013,English
Technology - 2008-03-19: Opera House  Toronto  ON  Canada,nan,Whigs,nan,nan,English
Technology,nan,The Whigs,2008-03-19: Opera House  Toronto  ON  Canada,nan,English
002-Technology,unknown,Whigs,2008-03-19: Opera House  Toronto  ON  Canada (unknown),nan,Eng.
O-Daiku Drum Solo - Rhythm on Fire,6.13,Lex van Someren,nan,'08,English
Chu Chu (Shinichi Osawa Remix) - 儚火,3.995,moumoon,nan,'12,Japanese
Kitchenscape (OEC 100: The Old Europa Cafe),03:29,Peter Andersson,OEC 100: The Old Europa Cafe,2008,nan
Peter Andersson - Kitchenscape,209,nan,OEC 100: The Old Europa Cafe,8,English
Salvation Day,264000,At Vnace,Ride the Sky,2009,English
Habibi Wana - Arabian Fusion,0.5,Haitham Al Hamwi,nan,'03,English
030-Habibi Wana,0m 30sec,Haitham Al Hamwi,Arabian Fusion (2003),nan,Eng.
Habibi Wana,30000,Haitham Al Hamwi,Arabian Fusion,2003,English
AC/DC - Rock'n Roll Damnation (Apollo Theatre Glasgow April 1978),229,nan,Plu gMe In,nan,English
Private Soul Security,213106,Down Below,Private Soul Security,2007,English
Private Soul Security,03:33,Down Below,Pirvate Soul Security,2007,nan
Gustav Mahler - Symphony no. 9 in D major: IV. Adagio,1531,nan,Symphony no. 9,80,English
Dziesma par Napoleonu (Alvas zaldātiņi),167840,Austra Pumpure,Austra Pumpure dzied Imanta Kalniņa dziesmas,2000,Latvian
Chevelle - The Meddler,253,nan,Stray Arrows: A Collection of Favorites,12,English
The Meddler - Stray Arrows: A Collection of Favorites,4.217,Chevelle,nan,'12,English
Danny Boy,331000,Carol Noonan,Somebody's Darling,2004,nEglish
Danny Boy (Somebody's Darling),05:31,CCarol Noonan,Somebody's Darling,2004,nan
Danny Boy - Somebody's Darling,5.517,Carol Noonan,nan,'04,English
Carol_Noonan_-_Danny_Boy,331,nan,Somebody's Darling,4,Enlgish
Aesthetics of Yice - Dismissed,2.133,Charlie Brown Gets a Valentine,nan,'03,English
003-Aesthetics of Vice,2m 8sec,Charlie Brown Gets a Vallentine,Dismissed (2003),nan,Eng.
Don't Go Away,310000,Littl eVillage,1992-04-26: Orpheum Theatre  Boston  MA  USA (disc 1),nan,English
017-My Man,3m 4sec,Ella Fitzgerald and Her Famous Orchestra,The Chronological Classics: Ella Fitzgerald 1940-1941 (1996),nan,Eng.
My Man,184000,Ella Fitzgerald and Her Famous Orchestra,The Chronological Classics: Ella Fitzgerald 1940-1941,1996,English
My Man (The Chronological Classics: Ella Fitzgerald 1940-1941),03:04,Ella Fitzgerald and Her Famous Orchestra,The Chronological Classics: Ella Fitzgerald 1940-1941,1996,nan
Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us,276653,John Denver & The Muppets,A Christmass Together,2006,English
Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us - A Christmas Together,4.611,John Denver & The Muppets,nan,'06,English
John Denver & The Muppets - Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us,276,nan,A Christmas Together,6,nan
Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us (A Christmas Together),04:36,John Denver & The Muppets,A Christmas Together,2006,nan
011-Medley: Alfie the Christmas Tree / Carol for a Christmas Tree / It's in Every One of Us,4m 36sec,John Denver & The Muppets,A Christmas Together (2006),nan,nan
La abandoné y no sabía - Sus Éxitos con Roberto Chanel,3.183,Osvaldo Pugliese,nan,'98,Spanish
That's How Much (JoAnna James),00:00,JoAnna James,Jonna James,nan,nan
That's How Much - JoAnna James,nan,JoAnna James,nan,nan,English
JoAnna James - That's Hoow Much,nan,nan,JoAnna James,nan,English
00h3-Isolatiefolter,1m 7sec,B.G.K.,A Dutch Feast... The Complete Works of Balthasar Gerards Kommando (1999),nan,Eng.
Last Harbour - All Of My Triumphs Are Written In Your Hand,159,nan,Volo,10,English
All Of My Triumphs Are Written In Your Hand,159493,Last Harbour,Volo,2010,English
All Of My Triumphs Are Written In Your Hand - Vol,2.658,Last Harbour,nan,'10,English
005-All Of My Triumphs Are Written In Your Hand,2m 39sec,nan,Volo (2010),nan,Eng.
Wynton Kelly - Stardust / Old Folks,706,nan,Wynton Kelly Trio With Joe Henderson: Complete Recordings,nan,English
Stardust / Old Folks - Wynton Kelly Trio With Joe Henderson: Complete Recordings,11.782,Wynton Kelly,nan,nan,English
Swati - New Me,387,nan,Small Gods,7,English
Lieder ohne Worte  Op. 67 No. 1 Es-dur: Andante,2.4,Felix Mendelssohn,Lieder ohne Worte,'88,English
n.a.,unknown,Banda Magnificos,Magnificos 2000,2000,unknown
Só Depende De Nós,nan,Banda Magníficos,Magníficos,2000,nan
Só Depende De Nós (Magníficos 2000),00:00,Banda Magníficoos,Magníficos 2000,2000,nan
Banda Magníficos - Só Depende De Nós,nan,nan,Magníficos 2000,0 0,nan
Take It (instrumental),nan,Krafty Kuts & C5 Joyriders,Take It,'03,English
Getting Paid - It's Barbie Bitch! The Mixtape,1.367,Nicki Minaj,nan,'09,English
Vegas Lounge - Do Nothin' Till You Hear From Me,202,nan,Theme From the Vegas Lounge,nan,nan
Do Nothin' Till You Hear From Me - Theme From the Vegas Lounge,3.367,Vegas Lounge,nan,nan,nan
Brother  Be Ready for That Day,160800,Grady & Hazel Cole,Flowers in the Wildwood: Women in Early Country Music 1923-1939,2003,English
Larry the Cable Guy - Half Cocked,239,nan,Tailgate Party,9,English
003-Half Cocked,3m 59sec,Larry the Cable Guy,Tailgate Party (2009),nan,Eng.
Half Cocked (Tailgate Partty),03:59,Larry the Cable Guy,Tailgate Party,2009,nan
Half Cocked - Tailgate Party,3.994,Larry the Cable Guy,nan,'09,English
Half Cocked,239666,Larry the Cable Guy,Tailgate Party,2009,English
Inade - Breaking the Walls,291,nan,Tesco Disco: Heavy Electronics II,97,English
Breaking the Walls - Tesco Disco: Heavy Electronics II,4.85,Inade,nan,'97,English
Helicopters,288000,Trio Rio,Who Dat  Mon?,1990,English
Helicopters (Who Dat  Mon?),04:48,Trio Rio,Who Dat  Mon?,1990,nan
Bounce!! (Tha Kollective),03:23,2nd II None,Tha Kollective,nan,nan
19時のニユース (TV EDIT VERSION) - こどものおもちゃ サウンドトラック,1.837,TOKIO,nan,'96,[Multiple languages]
A Guy Called Gerald - First Try,312,nan,Vice-CD:-Presented-by-Fenchurch-#5,5,English
014-First Try,5m 12sec,A Guy Called Gerald,Vice CD: Presented by Fenhcurch #5 (2005),nan,Eng.
First Try - Vice CD: Presented by Fenchurch #5,5.214,Guy Called Gerald,nan,'05,Emglish
Traitor (Snow White: A Tale of Terror),02:33,John Ottman,Snow White: A Tale of Terror,1998,nan
Maxïmo Park - Apply Some Pressure,201,nan,Les Inrockuptibles présentent : Un printemps 2005,5,French
Mit Dans,134000,Fol kstone,Sgangogatt,2011,Italian
Mit Dans (Sgangogatt),02:14,Folkstone,Sgangogatt,2011,nan
Between the Bars (Orchestral),69200,Elliott Smith,Good Will Hunting,1997,English
003-My Foolish Friend (extended version),5m 30sec,Talk Talk,Asides Besides (1998),nan,Eng.
009-Estrellita del sur (feat. Jorge Maciel  Hector Coral),2m 52sec,Alfredo Gobbi,1949-1957 (Coleccion 78 RPM) (2005),nan,Spa.
Estrellita del sur (feat. Jorge Maciel  Héctor Coral),172346,Alfredo Gobbi,1949-1957 (Colección 78 RPM),2005,spanish
Throwing Rocks (Broke Up),02:50,1.6 Band,Broke Up,nan,nan
Throwing Rocks - Broke Up,2.833,1.6 Band,nan,nan,English
1.6 Band - Throwing Rocks,170,nan,Broke Up,nan,English
016-Action (interlude),0m 41sec,Hell,Teufelswerk (2009),nan,Eng.
Action (interlude) - eTufelswerk,0.683,Hell,nan,'09,English
Action (interlude),41000,Hell,Teufelswerk,2009,English
Papa Don't (20 Years on MTV: 1986),04:23,Madonna,20 Years on MTV: 1986,nan,nan
Madonna - Papa Don't Preach,263,nan,20 Years on MTV: 1986,nan,English
009-Two Minutes of Scattered Hate,2m 11sec,DeCre w,Slackers (1997),nan,Eg.
Two Minutes of Scattered Hate,131000,DeCrew,Slackers,1997,English
Two Minutes of Scattered Hate (Slackers),02:11,DeCrew,Slackers,1997,nan
Done at Last (short),nan,Jerry WilliamBs,Rises & Endings 1: Short,2006,English
Done at Last (short) - Rises & Endings 1: Short,nan,Jerry Williams,nan,'06,English
035-Done at Last (short),unknown,Jerrry Williams,Rises & Endings 1: Short (2006),nan,Eng.
Jerry Williams - Done at Last (short),nan,nan,Rises & Endings 1: Short,6,nEglish
Done at Last (short) (Rises & Endings 1: Short),00:00,Jerry Williams,Rises & Endings 1: Short,2006,nan
Mean Thteme (15 second version) - Sports Extreme  Volume 1,0.25,D. Difonzo & Scott P. Schreer,nan,nan,English
Dayz Like That - Clubland 17,3.317,Headhunters,nan,'10,English
Headhunters - Dayz Like That,199,nan,Clubland 17,10,English
020-Controversy Between,4m 9sec,Front 242,On the One and Two (2001),nan,Eng.
Controversy Between,249000,Front 242,On the One and Two,2001,English
001-Invasion of Thunderbolt Pagoda (St. Marks Epiphany),39m 6sec,Angus MacLise,The Invasion of Thunderbolt Pagoda (1999),nan,Eng.
Howard Blake - [untitled],nan,nan,The Canterville Ghost,nan,English
[untitled] (The Canterville Ghost),00:00,Howard Blake,The Canterville Ghost,nan,nan
019-[untitled],unknown,Howard Blake,The Canterville Ghost (unknown),nan,Eng.
[untitled] - The Canterville Ghost,nan,Howard Blake,nan,nan,English
[untitled],nan,Howard Blake,The Canterville Ghost,nan,English
D-Devils - Black Magic,144,nan,Mixmania  Volume 13,1,English
The Burn Notice (feat. Sean Price & Rock) - Live From the Tape Deck,3.85,Skyzoo & !llmind,nan,'10,English
003-The Burn Notice (feat. Sean Price & Rock),3m 51sec,Skyzoo & !llmind,Live From the Tape Deck (2010),nan,Eng.
Dust in the Wind - KANSAS (Acoustic Guitar Riffs - Third Edition),00:29,Hal Leonard,Acoustic Guitar Riffs - Third Edition,2006,nan
Terra Maya - Sun Dance,4.099,Jay Scott Berry,nan,'93,English
004-Terra Maya,4m 5sec,Jay Scott Berry,Sun Dance (1993),nan,Eng.
Gypsy Road,237666,Cidnerella,Classic Rock: 1987-1989,1998,English
Gypsy,03:57,Cinderella,Classic Rock: 1987-1989,1998,nan
Kluzinski Period,423160,Brand X,Xcommunication,1992,English
Ugly Beauty (Monk's Bones),05:55,Monk's Music Trio,Monk's Bones,nan,nan
Interview 4 - 2005-08-30: KEXP Live,nan,Death Cab for Cutie,nan,nan,English
Death Cab for Cutie - Interview 4,nan,nan,2005-08-30: KEXP Live,nan,English
008-Interview 4,unknown,Death Cab for Cutie,2005-08-30: KEXP Live (unknown),nan,Eng.
Interview 4,nan,Death Cab for Cjutie,2005-08-30: KEXP  Live,nan,EEnglish
That Man on My Mind - Smile,4.283,Marilyn Scott,nan,'92,English
Radio Friendly Unit Shifter,217000,Kurt Cobain,Kurt's Home Guitar Rehearsals,nan,English
男は褌 (TREASURE HUNTER G ORIGINAL SOUND TRACK),02:35,岩田治,TREASURE HUNTER G ORIGINAL SOUND TRACK,1996,nan
Grateful Dead - China Doll,nan,nan,1974-10-19: San Francisco  CA  USA,nan,English
Endorfin - Альтернатива,199,nan,Music of m57.ru - Vol.01,nan,Russian
Jump for Joy (Musical Vision),00:00,U-Roy,Musical Vision,1993,nan
Jump for Joy,nan,U-Roy,Musica lVision,1993,English
U-Roy - Jump for Joy,nan,nan,Musical Vision,93,Engglish
Run Like Hell (demo),164000,Pink Floyd,1967–1994: Bear in Tree,nan,English
Run Like Hell (demo) (1967–1994: Bear in Tree),02:44,Pink Floyd,1967–1994: Bear in Tree,nan,nan
019-Tights Blues,2m 57sec,Boozter Pallus,Aggroran 2 (1996),nan,Swe.
006-Lover Come Back to Me,3m 7sec,Mildred Bailey,Lady Sings the Blues (2005),nan,Eng.
Infected,293680,Facebreaker,Infected,2010,English
Infected,04:53,Facebreaker,Infected,2010,nan
12,95000,Dead,In the Bondage of Vice,nan,English
Dead - Drop the Soap,95,nan,In the Bondage of Vice,nan,English
012-Drop the Soap,1m 35sec,Dead,In the Bondage of Vice (unknown),nan,Eng.
Drop the Soap - In the Bondage of Vice,1.583,Deaad,nan,nan,English
Swan Lake Act 2 No. 10 - Everything You Hear Is True,2.836,Пётр Ильич Чайковский,nan,'89,English
Paradis eLost - Swan Songs,3.194,Hollywood Undead,nan,nan,English
Hollywood Undead - Paradise Lost,191,nan,Swan Songs,nan,English
016-Anestesia,unknown,aDrmo,7 de julio (2013),nan,Spa.
Si no sé abrir mis manos - Viajar,4.011,Lucybell,nan,'96,Spanish
Leap Frog (Together),02:32,Charlie Parker & Dizzy Gillespie,Together,2005,nan
Charlie Parker & Dizzy Gillespie - Leap Frog,152,nan,Togetther,5,English
White Wall (State of the Union remix),275626,Lights of Euphoria,Gegen den Sttrom,2004,English
Nieuwe Vibrator - Ostensche Pretensche,2.888,Pretueleute,nan,'05,Dutch
À tous les hommes - Hologramme,3.767,Versus,nan,nan,French
004-A tous les hommes,3m 46sec,The Versus,Hologramme (unknown),nan,Fre.
Old Blackie Blues,157600,Helmut Qualtinger,Die Qualtinger-Songs,nan,German
Helmut Qualtinger - Old Blackie Blues,157,nan,Die Qualtinger-Songs,nan,German
Old Blackie Blues (Die Qualtinger-Songs),02:37,Helmut Qualtinger,Die Qualtinger-Songs,nan,nan
Part I - Papercut Theatre,16.65,Burning Star Core,nan,'10,English
Burning Star Core - Part I,999,nan,Papercut Theatre,10,English
Over the Edge (Freedom),04:26,Akon,Freedom,2008,nan
Akon - Over the Edge,266,nan,Freedom,8,English
Simples como Água (Caminhos do Coração),02:28,Gonzaguinha,Caminhos do Coração,nan,nan
Gonzaguinha - Simples como Água,148,nan,Caminhos do Coração,nan,Portuguese
Hell No!,193493,Ricki-Lee Coultre,Ricki-Le e,2005,English
WC and the Maad Circle - A Crazy Break  Part 2,35,nan,CurbServin',95,English
A Crazy Break  Part 2 - Curb Servin',0.599,WC and the Maad Circle,nan,'95,English
005-A Crazy Break  Part 2,0m 35sec,WC and the Maad Circle,Curb Servin' (1995),nan,ng.
014-Labeled,2m 54sec,Sworn Eneemy,JagerMusic: Rarities 2004,2004,Eng.
Sworn Enemy - Labeled,174,nan,JägerMusic: Rarities 2004,4,English
Labeled,174826,Sworn Enemy,JäägerMusic: Rarities 2004,2004,English
Labeled - JägerMusic: Rarities 2004,2.914,Sowrn Enemy,nan,'04,English
Labeled (JägerMusic: Rarities 2004),02:54,Sworn Enemy,JägerMusic: Rarities 2004,2004,nan
Ser maravilhoso,326000,Jorge Aragão,Todass,2001,Portugues
Compass Variation (Looking Backward),03:59,Rocket Scientists,Looking Backward,2007,nan
Rocket Scientists - Compass Variation,239,nan,Looking Backward,7,English
Ombres - Baïlador,5.158,Michel Portal,nan,'10,French
Michel Portal - Oimbres,309,nan,Baïlador,10,French
Frédéric Chopin - Valse in E-flat major  op. posth.,188,nan,Schumann / Chopin / Debussy / Mompou,96,English
Wolfgang Amadeus Mozart - Die Entführung aus dem Serail  K. 384: Ouvertüre,96,nan,unk.,92,[Multiple languages]
Die Entführung aus dem Serail  K. 384: Ouvertüre - Complete Mozart Edition  Volume 45: Rarities & Surprises,1.6,WWolfgang Amadeus Mozart,nan,'92,[Multiple languages]
Up!,4.3,New Animal,Up!,'11,English
002-Up!,4m 18sec,New Animal,Up! (2011),nan,Eng.
Hammerhead,254506,The Offspring,VISIONS: All Areas  Volume 93,2008,English
012-Lovescene,unknown,BlowUp,InWatermelonSugar(1990),nan,Eng.
Znouzectnost - Pohádka,210,nan,Obludný Neználek,99,Czech
Пророчество Вльвы - Последний станет первым,322,nan,Имя,13,Russian
Ram Rod - 85-75 the Outtakes (disc 2),6.41,Bruce Springsteen & The E Street Band,nan,nan,English
Kolibri - Kaikki anteeks,184,nan,Kaikki anteeks,98,Finnish
Spoonful (Lost Farewell Masters),15:41,Cream,Lost Farewell Masters,nan,nan
Spoonful,941000,Cream,Lost Farewell Masters,nan,English
Cream - Spoonful,941,nan,Lost Farewell Masters,nan,English
005-Just Stay,4m 14sec,Little Scout,Different in the Distance (2009),nan,Engg.
Just Stay (Different in the Distance),04:14,Little Scout,Different in the Distance,2009,nan
Just Stay,254000,Little Scout,Different_in_the_Distance,2009,English
Little Scout - Just Stay,254,nan,Different in the Distance,9,English
001-Tales of Men and Trees,4m 15sec,Neutral,Serpents in the Dawn (2008),nan,Eng.
Tales of Men and Trees - Serpents in the Dawn,4.266,Neutral,nan,'08,English
VAGRANT (MZC Falling Into Massive Galaxy Remix) (Re:Clockwiser & A Narcissus),00:00,発熱巫女～ず,Re:Clockwiser & A Narcissus,2011,nan
発熱巫女～ず - VAGRANT (MZC Falling Into Massive Galaxy Remix),nan,nan,Re:Clockwiser & A Narcissus,11,Japanese
VAGRANT (MZC Falling Into Massive Galaxy Remix) - Re:Clockwiser & A Narcissus,nan,発熱巫女～ず,nan,'11,Japanese
I Hae Ken,202200,Schubert,Toilet Songs,1999,English
Messa Da Requiem: Ingemisco tamquam reus,257000,Giuseppe Verdi,Verdi - Domingo: The Tenor Arias,2001,Italian
Mahavok - Mäged hääl,263,nan,Mahavok,87,Estonian
001-Magede haal,4m 23sec,Mahavok,Mahavok (1987),nan,Est.
Mägede hääl - Mahavok,4.383,Mahavok,nan,'87,Estonin
012-Communion,4m 26sec,Otep,The Ascension (2007),nan,Eng.
