TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
6142,1185,2,3,866924MB-01,3,Medley: Your Are Crowned With Many Crowns / In Him WeLive / We Bring the Sacrifice of Praise - Give Him Glory,4.706,Praise Choir and Orchestra (Majestic Praise),,,
752,1186,4,4,146574-A010,8,008-Papering the Cracks,4m 56sec,Tokyo Blade,Burning Down Paradise (1995),,Eng.
2247,1186,3,3,45246620MB-01,8,Papering the Cracks - Burning Down Paradise,4.933,Tokyo Blade,,'95,Egnlish
2276,1186,1,1,WoM20813447,8,Papering the Cracks (Burning Down Paradise),04:56,Tokyo Blade,Burning Down Paradise,1995,
7870,1186,5,5,10406731,8,Papering the Cracks,296000,Tokyo Blade,Burning Down Paradise,1995,English
14490,1186,2,2,MBox28126312-HH,8,Tokyo Blade - Papering the Cracks,296,,Burning Down Paradise,95,English
2277,1187,1,5,12961483,5,Theme to the Last Puma,335840,Ian Simmonds,Transatlantik Lounging,1999,English
4745,1187,2,1,WoM25922949,5,Theme to the Last Puma (Transatlantik Lounging),05:35,Ian Simmonds,Transatlantik Lounging,1999,
2278,1188,1,2,MBox520965-HH,3,K’s Choice - Little Man,235,,Not an Addict,,English
9365,1188,3,4,27148-A070,3,003-Little Man,3m 55sec,Ks Choice,(unknown),,Eng.
17630,1188,2,3,8380614MB-01,3,Little Man - Not an Addict,3.917,K’s Choice,,,English
783,1191,2,4,215716-A055,3,003-Tape Speeds,4m 6sec,Beppu,Output (2009),,Eng.
2283,1191,1,3,6659074MB-01,2,Tape Speeds - Output,4.1,Beppu,,'09,English
8907,1191,5,2,MBox41394216-HH,,Beppu - Tape Speeds,246,,Output,9,English
12433,1191,3,5,15315858,3,Tape Speeds,246000,Beppu,Odutput,2009,English
18019,1191,4,1,WoM30631724,3,Tape Speeds (Output),04:06,Beppu,Output,2009,
835,1194,2,5,7688961,6,Man vs. vrouw,181000,Hansen Tomas,Stad & land,2008,Dutch
2292,1194,1,4,108295-A049,6,006-Man vs. vrouw,3m 1sec,Hansen Tomas,Stad & land (2008),,Dut.
3698,1194,4,2,MBox2078103-HH,6,Hansen Tomas - Man vs. vrouw,181,,Stad & land,8,Dutch
10870,1194,3,1,WoM15377927,6,Man vs. vrouw (tSad & land),03:01,Hansen Tomas,Stad & land,2008,
2298,1195,1,5,13732371,2,WEDDING DRESS ENGLISH VERSION,,,SPECIAL FINAL IN DOME MEMORIAL COLLECTION,2012,[Multiple languages]
2636,1195,3,2,MBox37114518-HH,2,SOL - WEDDING DRESS ENGLISH VERSION,,,SPECIAL FINAL IN DOME MEMORIAL COLLECTION,12,[Multiple languages]
7153,1195,2,1,WoM27464737,2,WEDDING DRESS ENGLISH VERSION (SPECIAL FINAL IN DOME MEMORIAL COLECTION),00:00,SOL,SPECIAL FINAL IN DOME MEMORIAL COLLECTION,2012,
18540,1195,4,3,59705921MB-01,2,WEDDING DRESS ENGLISH VERSION - SPECIAL FINAL IN DOME M EMORIAL COLLECTION,,SOL,,'12,[Multiple languages]
2300,1196,1,5,14927422,3,John Henry,197000,Josh White,From New York to London,,English
16659,1196,3,2,MBox4034446-HH,3,Josh White - John Henry,,,From New York to London,,English
18895,1196,2,1,WoM29854838,2,John Henry (From New York to London),03:17,Josh White,From New York to London,,
2301,1197,1,4,200793-A045,11,011-Prelude E-Minor,0m 35sec,Anti Cimex,Absolut Country of Sweden (1990),,Eng.
14183,1197,2,5,14256315,11,Prelude E-Minor,35706,Anti Cimex,Absolut Country of Sweden,1990,English
2302,1198,1,5,16466143,3,When With You (radio edit),223000,Tomas Heredia,When I'm With You / Alchemist,2013,English
3700,1198,2,1,WoM32932 39,2,When I'm With You (radio edit) (When I'm With You / Alchemist),03:43,Tomas Heredia,When I'm With You / Alchemist,2013,
11201,1198,3,2,MBox4450318-HH,2,Tomas Heredia - When I'm With You (radio edit),223,,When I'm With You / Alchemist,13,English
2303,1199,1,3,43097522MB-01,10,Mixolydian Ten Bar Blues - Dead Man Rotting,1.262,Profanation,,'01,English
3554,1199,2,4,139612-A021,10,010-Mixolydian Ten Bar Blues,1m 15sec, Profanation,DGead Man Rotting (2001),,Eng.
10842,1199,4,1,WoM1982496,10,Mixolydian Ten Bar Blues (Dead Man Rotting),01:15,Profanation,Dead Man Rotting,2001,
12906,1199,3,5,9912440,10,Mixolydian Ten Bar Blues,75733,Profanation,Dead Man Rotting,2001,English
2307,1201,1,5,4285777,5,Inhuman,338000,Carnivora,Perverted Dreamrealization,,English
3278,1201,2,1,,5,Inhuman (PervertedDreamrealization),05:38,Carnivora,Perverted Dreamrealization,,WoM8571543
11563,1201,3,2,MBox1158325-HH,5,Carnivora - Inhuman,33 8,,Perverted Dreamrealization,,English
1893,1202,4,1,WoM33286032,9,"China Grove (Country, Soul & Rock-N-Roll)",03:16,Cook & Glenn,"Country ,Soul & Rock-N-Roll",2006,
2308,1202,1,3,72360916MB-01,9,"China Grove - Countr y, Soul & Rock-N-Roll",3.269,Cook & Glenn,,'06,nEglsh
6592,1202,3,5,16643016,9,China Grove,196133,Cook & Glenn,"Country, Soul & Rock-N-Roll",2006,English
11616,1202,2,4,234409-A010,9,009-China Grove,3m 16sec,Cook & Glenn,"Country, Soul & Rock-N-Roll (2006)",,Eng.
2313,1205,1,3,28537722MB-01,9,Араатан - Made in Altan Urag,4.033,Altan Urag,,'06,Mongolian
15407,1205,2,4,92446-A053,9,009-,4m 2sec,Altan Urag,Made in Altan Urag (2006),,Mon.
2317,1206,1,4,82273-A061,2,002-,3m 9sec,Pizzicato Five,A Message Song (1996),,Jap.
11461,1206,3,1,WoM11682827,2,銀ちゃんのラブレター (A Message Song),03:09,Pizzicato Five,A Message Song,1996,
12704,1206,2,5,5841411,2,銀ちゃんのラブレター,189000,Pizzicato Five,A Message Song,1996,Japanese
16228,1206,4,2,MBox15787611-HH,2,Pizzicato Five - 銀ちゃんのラブレター,189,,A Message Song,96,Japanese
2319,1207,1,2,unk.,20,Ann Christy - De roos,236,,100 Op 1: De Beste Belgen,6,[Multiple languages]
16124,1207,2,3,26149912MB-01,20,De roos - 100 Op 1: De Beste Belgen,3.936,An nChristy,,'06,[Multiple languages]
2320,1208,1,5,10886343,6,God and Satan,189613,Biffy Clyro,Revolutions: Live at Wembley,2011,English
2499,1208,2,1,WoM2177279,6,God and Satan (Revolutions: Live at Wembley),03:09,Biffy Clyro,Revolutions: Live at Wembley,2011,
9353,1208,3,2,MBox29422530-HH,6,Biffy Clyro - God and Satan,189,,Revolutions: Live at Wembley,11,English
17532,1208,4,3,47331913MB-01,6,God and Satan - Revolutions: Live at Wembley,3.16,Biffy Clyro,,'11,English
1176,1211,2,4,85071-A036,4,004-Mother Forest,unknown,Wotan,Epo s(unknown),,Eng.
2328,1211,1,3,26261021MB-01,4,Mother Forest - Epos,,Wotan,,,English
11640,1211,5,2,MBox16324428-HH,4,Wotan - Mother Forest,,,Epos,,English
12166,1211,4,1,WoM12080110,4,Mother Forest (Epos),00:00,Wotan,Epos,,
15264,1211,3,5,6040044,4,Mother Forest,,Wotan,Epos,,English
2334,1214,1,4,197929-A013,7,007-Good Morning Blues,4m 50sec,Abi Walleenstein,Bluesculture in concert (2009),,Eng.
12993,1214,3,1,WoM2810595,7,Good Morning Blues (BluescuWlture in concert),04:50,Abi Wallenstein,Bluesculture in concert,2009,
15375,1214,2,5,14052939,7,Good Morning Blues,290733,Abi Wallenstein,Bluesculture in concert,2009,English
139,1215,2,3,58046619MB-01,6,Gitme Durnam - Gurbeti Ben mi Yarattım,4.167,Arif Sağ,,'98,Turkish
2335,1215,1,2,MBox36083032-HH,6,Arif SaCğ - Gitme Durnam,250,,Gurbeti Ben mi Yarattım,98,Turkish
5747,1215,3,4,188038-A065,6,006-Gitme Durnam,4m 10sec,Arif Sag,Gurbeti Ben mi Yarattm (1998),,Tur.
2336,1216,1,4,129274-A029,8,008-Juliette's Window,2m 47sec,Black Print,Quincy Shanks Sampler #5 (unknown),,Eng.
15353,1216,2,5,9178450,8,Juliette's Window,167373,Black Print,Quincy Shanks Samplre #5,,English
2338,1218,1,4,115875-A028,7,007-Pover,2m 28sec,Kreng,Zomer EP (2008),,unknown
3366,1218,2,5,8227120,7,Pover,148000,Kren,Zomer EP,2008,[Multiple languages]
2341,1220,1,5,14969620,6,Call Your Mummy / Opened and Closed,258000,Paul Glass,L. in a cage,2022,English
3788,1220,3,2,MBox40458424-HH,6,Paul-Glass---Call-Your-Mummy-/-Opened-and-Closed,258,,Lady in a Cage,12,English
17978,1220,2,1,WoM29939236,6,Call Your Mummy / Opened and Closed (Lady in a Cage),04:18,Paul Glass,Lady in a Cage,2012,
2080,1226,3,5,10379963,22,Birdhouse in YourB Soul,183000,They Might Be  Giants,"2004-07-18: Trees Lounge, Dallas, TX, USA",2004,English
2353,1226,1,3,4513031MB-01,22,"Birdhouse in Your Soul - 2004-07-18: Trees Lounge, Dallas, TX, USA",3.05,They Might Be GianOts,,'04,English
6379,1226,2,4,146197-A09,22,022-Birdhouse in Your Soul,3m 3sec,They Mighot Be Giants,"2004-07-1: Trees Lounge, Dallas, TX, USA",2004,Eng.
2356,1227,1,2,MBox264352-HH,8,Miklós Rózsa - Agony in the Garden / Judas' Kiss,249,,King of Kings,2,English
3610,1227,2,3,4252517MB-01,8,Agony in the Garden / Judas' Kiss - King of Kings,4.151,Miklós Rózsa,,'02,English
14155,1227,3,4,13776-A022,8,008-Agony in the Garden / Judas' Kiss,4m 9sec,Miklos Rozsa,King of Kings (z002),,Eng.
2360,1229,1,2,MBox2480113-HH,8,The Go‐Go’s - Kissig Asphalt,169,,God Bless the Go-Go's,2,English
9783,1229,2,3,3989714MB-01,8,Kissing Asphalt - God Blses the Go-Go's,2.826,Go‐Go’s,Kissing Asphalt - God Bless the Go-Go's,'02,English
2363,1230,1,2,MBox22330728-HH,10,Lone Catalysts - One We Miss,297,,"Juice, Volume 58",5,[Multiple languages]
2764,1230,4,5,8262375,10,One We Miss,208000,LTone Catalysts,"Juice, Volume 58",2005,[Multiple languages]
5581,1230,2,3,3592340MB-01,10,"One We Miss - Juice, Volume 58",4.95,Lone Catalysts,,'05,[Multiple languages]
13664,1230,3,4,116371-A067,10,010-One We Miss,4m 57sec,Lone Catalysts,"Juice,, Volume 58 (2005)",,unknown
2366,1232,1,3,49320221MB-01,8,Tramvaje - Best Of,3.35,Kryštof,,'07,English
13425,1232,2,4,159770-A023,8,008-Tramvaje,3m 21sec,Krystof,Best Of (2007),,Eng.
832,1233,5,4,48325-A031,15,015-Sacrificium: Offerte Domino,1m 36sec,[religious music],Spiritus Les chants de l'ame (unknown),,unknown
2368,1233,1,5,3431073,15,Sacrificium: Offerte Domino,96360,[religious music],Spiritus Les chants de l'ame,,[Multiple languages]
2434,1233,2,1,WoM6862139,15,Sacrificium: Offerte Domino (Spiritus Les chants de l'ame),01:36,[religious music],Spiritus Les chants de l'ame,,
8134,1233,3,2,MBox927321-HH,15,[religious music] -b Sacrificium: Offerte Domino,96,,Spiritus Les chants de l'ame,,[Multiple languages]
13001,1233,4,3,1491779MB-01,15,Sacrificium: Offerte Domino - Spiritus Les chants de l'ame,1.606,[religious music],,,[Multiple languages]
2369,1234,1,5,12458781,7,Darling Be Home Soon,604760,Tedeschi Trucks Band,Everybody's Talkin',2012,English
5036,1234,5,4,175476-A018,7,007-Darling Be Home Soon,10m 4sec,Tedeschi Trucks Band,Everybody's Talkin' (2012),,Eng.
10824,1234,4,3,54168610MB-01,7,Darling Be Home Soon - Everybody's Talkin',10.079,Tedeschi Trucks Band,,'12,English
13040,1234,3,2,MBox3367245-HH,7,Tedeschi Trucks Band - Darling Be Home Soon,604,,Everybody's Talkin',12,English
16932,1234,2,1,WoM24917547,7,Darling Be Home Soon (Everybody's Talkin'),10:04,Tedeschi Trucks Band,Everybody's Talkin',2012,
2371,1235,1,5,2943935,B1,Simple Song,201706,Plone,Plock,1998,English
14053,1235,2,1,WoM588791,0B1,Simple Song (Plock),03:21,Plone,Plock,1998,
2374,1236,1,1,WoM21555614,2,Ocean of Emotion (Munsta Music club mix) (Ocean of Emotion (The Mixes)),07:59,DJ Session One,Ocean of Emotion (The Mixes),2001,
16045,1236,2,2,MBox2912926-HH,2,DJ Session One - Ocean of Emotion (Munsta Music club mix),479,,Ocean of Emotion (The Mixes),1,Englis
1686,1238,2,1,WoM29702816,17,Scatman's World (All Night Disco),00:00,Scatman John,All Night Disco,2007,
2378,1238,1,5,14851400,17,Scatman's World,,Scatman John,All Night Disco,2007,English
1676,1239,2,2,MBox15645720-HH,1,Appleblim - Mystikal Warrior,,,Mystkal Warrior / I Am Animal,5,English
2381,1239,1,1,WoM11577833,1,Mystikal Warrior (Mystikal Warrior / I Am Animal),00:00,Appleblim,Mystikal Warrior / I Am Animal,2005,
2383,1240,1,3,2749053MB-01,12,"Peein' Red - Say Fuck No to Rules, Man",,Get Rad,,,English
3419,1240,2,4,89054-A010,12,012-Peein' Red,unknown,Get Rad,"Say Fuck No to Rules, Man (unknown)",,Eng.
2385,1241,1,3,2542133MB-01,4,Wishing the World Away - Home Recording Made Easy,2.95,Rhyn,,'05,English
7795,1241,2,4,82351-A07,4,Wishing the World AwaZy,2m 57sec,Rhyn,Home Recording Made Easy (2005),,Eng.
2386,1242,1,4,173777-A062,3,003-Mr. Scrapper's Blues,2m 51sec,Scrapper Blackwell,"Complete Recorded Works in Chronological Order, Volume 1: 19281932 (1992)",,Eng.
5846,1242,2,5,12338196,3,Mr. Scrapper's Blues,171000,Scrapper Blackwell,"Complete Recorded Works in Chronological Order, Volume 1: 1928–1932",1992,English
2391,1245,1,5,2538047,43,Stop Violence! -B.L.T. Re Production-,90560,Togo Project,beatmania 7th Mix OriYBginal Soundtrack,2002,Japanese
15713,1245,2,1,WoM5076113,43,Stop Violence! -B.L.T. Re Production- (beatmania 7th Mix Original Soundtrack),01:30,Togo Project,beatmania 7th Mix Original Soundtrack,2002,
213,1246,3,5,4048708,7,Stark,256026,VLE,Book of Illusions: Chapter I & II,2001,Eng lish
2393,1246,1,3,1760312MB-01,7,Stark - Book of Illusions: Chapter I & II,4.234,VLE,,'01,English
13129,1246,2,4,57024-A037,,007-Stark,4m 14sec,VLE,Book of Illusions: Chapter I & II (2001),,Eng.
18621,1246,4,1,WoM8097424,7,Stark,04:14,VLE,Book of Illusions: Chapter I & II,2001,
2398,1249,1,2,MBox1428494-HH,24,VeggieTales - The Ballad of Jonah (Gilligan's Island Theme) (split),108,,Pirates' Boat Load Of Fun,2,English
10982,1249,2,3,22980012MB-01,24,The Ballad of Jonah (Gilligan's Island Theme) (split) - Pirates' Boat Load Of Fun,1.801,VeggieTales,,'02,English
17222,1249,3,4,74442-A056,24,024-The Ballad of Jonah (Gilligan's Island Theme) (split),1m 48sec,VeggieTales,Pirates' Boat Load Of Fun (2002),,Eng.
2403,1251,1,4,83504-A010,9,009-Praca na saxach,3m 10sec,Wojciech,Koledzy (2007),,Pol.
13670,1251,2,5,5928761,9,Praca na saxach,190160,Wojciech Waglewski & Maciej Maleńczuk,Koledzy,2007,Polish
2405,1252,1,2,MBox3228709-HH,6,The Williams Brothers - White Christmas,162,,The Williams Brothers Christmas Album,,English
14689,1252,2,3,51939917MB-01,6,White Christmas - The Williams Brothers Christmas Album,2.701,William sBrothers,,,English
18020,1252,3,4,168256-A044,7,006-White Christmas,2m 42sec,The Williams Brothers,The William sBrothers Christmas Album (unknown),,Eng.
2410,1254,1,4,226063-A022,10,010-Just Because,2m 12sec,Lil' Bit & The Customatics,Headin' On (2004),,Eng.
7567,1254,2,5,16050462,10,Just Bceause,132000,Lil' Bit & The Customatics,Headin' n,2004,English
2412,1255,1,4,4403-A014,4,004-Snow,5m 4sec,Loreena McKennitt,A Winter Gaden: Five Songs for the Season (2007),,Eng.
11465,1255,2,5,312594,6,Snow,304466,Loreena McKennitt,A Winter Garden: Five Songs for the Season,2007,English
15736,1255,3,1,WoM625210,4,Snow (A Winter Garden: Five Songs for the Season),05:04,Loreena McKennitt,A Winter Garden: Five Songs for the Season,2007,
885,1256,3,3,2130575MB-01,8,Latva bee - Kuningas,2.692,Clifters,,'87,Finnish
2413,1256,1,1,WoM9800625,8,Latva bee (Kuningas),02:41,Clifters,Kuningas,1987,
17774,1256,2,2,MBox1324414-HH,8,Clifters - Latva bee,161,,Kuningas,87,Finnish
2415,1257,1,3,5102972MB-01,16,Masterplan - Damage Case,2.842,Motörhead,,'06,English
14564,1257,2,4,165307-A062,16,016-Masterplan,2m 50sec,Motorhead,Damage Case (2006),,Eng.
2416,1258,1,4,138541-A020,5,"005-Suite fur Violoncello Nr. 2 in d-Moll, Op. 131c: Gavotte: Allegretto",5m 3sec,Max Reger,Die Klassiksammlung 91: Reger: Spatromantische Kammermusik (1996),,Ger.
16420,1258,2,5,9836398,5,"Suite für Violoncello Nr. 2 in d-Moll, Op. 131c: Gavotte: Allegretto",303800,Max Reger,Die Klassiksammlung 91: Reger: Spätromantische Kammermusik,1996,German
2417,1259,1,1,WoM4034145,1,Lunatic Gate,04:29,Janne Da Arc,Lunatic Gate,,
9153,1259,2,2,MBox5451536-HH,1,Janne Da Arc - Lunatic Gate,269,,Lunatic Gate,,
555,1260,2,5,4486203,8,Irish Setter,437000,John Fahey,The Yellow Princess,2006,English
2419,1260,1,4,63186-A030,8,008-Irish Setter,7m 17sec,John Fahey,The Yellow Princess (2006),,Eng.
2421,1261,1,3,23734117MB-01,3,Switchback (Klayton Revision) (Instrumental) - Celldweller Remix EP (Switchback / Own Little World),6.783,Celldweller,,'06,English
17817,1261,2,4,76885-A051,3,003-Switchback (Klayton Revision) (Instrumental),6m 47sec,Celldweller,Celldweller Remix EP (Switchback / Own Little World) (2006),,Eng.
2433,1268,1,5,10813312,2,Meu eu em você,217000,Paula Fernandes,Ao vivo,2011,Portuguese
19308,1268,2,1,WoM21626628,2,Meu eu em você (Ao vivo),03:37,Paula Fernandes,Ao vivo,2011,
2437,1269,1,3,7608011MB-01,8,Kameleony żony - Reda nocą,3.728,Oddział Zamknięty,,'01,Polish
4819,1269,2,4,24646-A011,8,008-Kameleony zony,3m 43sec,Oddzia Zamkniety,Reda noca (2001),,Pol.
2445,1273,1,3,44186717MB-01,5,Crawdad Hole - A Much Better Reality,3.517,Medicine Crow,,'06,English
8650,1273,2,4,143140-A044,5,005-Crawdad Hole,3m 31sec,Medicine Crow,A Much Better Reality (2006),,Eng.
1653,1277,2,4,18491033,3,003-Karu,2m 34sec,Alkymia,Alkymia (unknown),,unknown
2453,1277,1,3,570815MB-01,3,Karu - Alkymia,2.582,Alkymia,,,
18980,1277,3,5,1312861,3,Karu,154920,Alkymia,Alkymia,,
2454,1278,1,3,56914910MB-01,1,Most Gentlemen Don't Like Love - Most Gentlemen Don't Like Love / My Heart Belongs to Daddy,2.383,Eddy Duchin & His Orchestra,,'38,English
11306,1278,2,4,184372-A051,1,001-Most_Gentlemen_Don't_Like_Love,2m 23sec,Eddy Duchin & His Orchestra,Most Gentlemen Don't Like Love / My Heart Belongs to Daddy (1938),,Eng.
2461,1281,1,2,MBox16453636-HH,5,The Heath Brothers - Passion Flower,326,,In Motion,79,
6725,1281,3,4,85744-A065,5,005-Passion Flower,5m 26sec,The Heath Brothers,In Motion (1979),,Eng.
12240,1281,2,3,26468916MB-01,5,aPssion Flower l- In Motion,5.433,Heath Brothers,,'79,English
13731,1281,4,5,6087856,5,Passion Flower,326000,The Heath Brothers,In Motion,1979,EEnglish
2465,1284,1,5,14473474,9,Heartaches,130000,Patsy Cline,All-Time Greatest Hits,1996,English
9449,1284,2,1,WoM28946940,9,Heartaches (All-Time Greatest Hits),02:10,Patsy Cline,All-Time Greatest Hits,1996,
2470,1287,1,4,7692-A015,1,001-Introduction,1m 15sec,World Standard,Country Gazette (1997),,Eng.
2991,1287,2,5,546114,1,Introduction,75226,World Standard,Country Gazette,1997,English
2472,1288,1,5,13111541,18,Samurai (Did You Ever Dream),312000,Michael Cretu,"Modern 80's: The Best of Discopop, Volume 2",1999,English
9129,1288,2,1,WoM2622317,18,"Samurai (Did You Ever Dream) (Modern 80's: The Best of Discopop, Volume 2)",05:12,Michael Cretu,"Modern 80's: The Best of Discopop,Volume 2",1999,
15981,1288,3,2,MBox35436611-HH,18,Michael Cretu - Samurai (Did You Ever Dream),312,,"Modern 80's: The Best of Discopop, Volume 2",99,English
2478,1291,1,1,WoM352582,19,Toolkit (Wrap),01:10,Apes of Wrath,Wrap,,
7248,1291,2,2,MBox4764533-HH,19,Apes of Wrath - Toolkit,70,,Wrap,,
2481,1292,1,4,139066-A02,1,001-Music for a while,4m 1sec,Henry Purcell,"hmGold ""Les Tresors (The Treasures)"" (2009)",,Eng.
4597,1292,2,5,9873655,1,Music for a while,241000,Henry Purcell,"hmGold ""Les Trésors (The Treasures)""",2009,English
2491,1297,1,4,18900-A04,19,019-Der schwarze Stein (08/11),4m 35sec,H. P. Lovecraft,Der Cthulhu Mythos (2002),,GGer.
18189,1297,2,5,1341871,19,Der schwarze Stein (08/11),275960,H. P. Lovecraft,Der Cthulhu Mythos,2002,German
2493,1298,1,5,5500787,10,Triptonite (Playa mix),466000,Etnica,Macao Cafe,2001,Englizsh
3486,1298,3,2,MBox1486709-HH,10,Etnica - Triptonite (Playa mix),466,,Macao Cafe,1,English
8149,1298,2,1,WoM1100163,10,Triptonite (Playa mix) (Macao Cafe),07:46,Etnica,Macao Cafe,2001,
2497,1301,1,3,63295910MB-01,11,100 Miles and Runnin’ - Greatest Hitz,4.483,N.W.A,,'07,English
13534,1301,3,5,14558060,11,100 Miles and Runnin’,269000,N.W.A,Greatest Hitz,2007,English
14425,1301,2,4,205043-A040,11,011-100 Miles and Runnin,4m 29sec,N.W.A,Greatest Hitz (2007),,Eng.
2500,1303,1,5,16230631,6,,302073,Brody Dalle,Diploid Lve,2014,English
7306,1303,3,2,MBox4386661-HH,6,Brody Dalle - Meet the Foetus / Oh the Joy,302,,Daiploid Love,14,English
16906,1303,2,1,WoM32461247,6,Meet the Foetus / Oh the Joy (Diploid Love),05:02,Brody Dalle,Diploid Love,2014,
2508,1308,1,3,3667773MB-01,7,Ik wou dat je een vreemde was - Jouw leven lang bij mij,3.634,Acda en De Munnik,,'09,Dutch
10265,1308,2,4,118815-A035,7,007-Ik wou dat je een vreemde was,3m 38sec,Acda en De Munnik,Jouw leven lang bij mij (2009),,uDt.
2222,1309,5,5,16032449,8,The Pass Loning,356580, Stormzone,Three Kings,,
2509,1309,1,1,WoM32064915,8,The Pass Loning (Three Kings),05:56,Stormzone,Three Kings,,
11087,1309,4,4,225809-A043,9,008-The Pass Loning,5m 56sec,Stormzone,Three ings (unknown),,unk.
11156,1309,3,3,6970637MB-01,8,The Pass Loning - Three Kings,5.941,,,,
14718,1309,2,2,MBox43330928-HH,8,Stormzone -- The Pass Loning,356,,Three Kings,,
2297,1310,4,3,223871MB-01,4,Éirigh Suas a Stóirín - The Winds Begin to Sing,3.454,Karan Casey,,'01,English
